mid,helvol,geomvol
mp-776904,0.000,74.576
mp-758421,0.000,165.710
mp-753574,0.000,22.013
mp-770554,0.000,44.209
mp-27026,15.584,195.947
mp-772425,0.118,88.163
mp-766450,0.000,22.563
mp-769763,0.000,65.823
mp-766444,0.003,59.292
mp-756587,0.000,55.551
mp-772431,1.968,116.979
mp-773049,0.000,100.712
mp-775438,0.064,132.756
mp-27032,0.000,14.448
mp-771886,0.427,102.531
mp-26304,23.125,148.302
mp-773061,3.566,215.625
mp-776119,0.000,56.722
mp-758582,0.000,63.080
mp-767772,0.039,88.844
mp-771110,0.483,119.806
mp-780857,0.078,62.020
mp-714944,0.000,8.224
mp-26462,0.000,56.509
mp-757128,0.005,71.737
mp-614777,0.001,21.019
mp-757896,0.003,117.346
mp-767955,0.007,40.810
mp-776680,1.491,99.631
mp-26489,0.000,44.343
mp-752722,0.000,21.759
mp-778861,0.448,120.445
mp-759677,0.000,135.830
mp-759111,0.000,94.878
mp-696012,18.293,418.105
mp-780102,0.000,77.959
mp-757672,0.000,87.337
mp-768482,10.922,179.371
mp-753366,0.758,27.316
mp-25802,5.986,111.791
mp-758964,0.000,66.224
mp-779766,0.000,173.663
mp-761101,0.000,39.183
mp-771312,0.562,139.011
mp-760579,0.000,56.045
mp-754804,0.000,27.604
mp-769549,0.749,113.552
mp-756961,0.000,67.889
mp-773511,0.008,49.995
mp-26847,0.000,114.081
mp-764086,1.084,61.882
mp-25396,0.000,43.512
mp-754623,0.000,25.260
mp-772182,0.000,48.791
mp-545796,0.016,95.759
mp-753158,0.073,18.842
mp-755529,0.001,33.362
mp-25382,0.039,46.557
mp-26853,0.000,76.017
mp-754179,0.045,78.714
mp-705336,0.000,77.567
mp-764904,0.000,67.821
mp-757302,37.413,406.897
mp-758757,0.000,102.574
mp-757464,0.000,104.331
mvc-7256,0.000,246.509
mp-19338,2.027,9.517
mp-756005,0.040,38.413
mp-775810,0.000,125.449
mp-753169,0.000,37.346
mp-780457,0.009,95.695
mp-757469,0.000,99.870
mp-26692,0.000,20.918
mp-756987,0.000,44.731
mp-764935,0.000,19.911
mp-775192,0.000,30.311
mp-775179,0.000,28.514
mp-760212,0.025,238.240
mp-779025,0.010,117.356
mp-774501,0.000,39.399
mp-772164,11.935,270.571
mp-25416,0.724,57.711
mp-758799,0.577,90.579
mp-769544,0.033,120.140
mp-26679,0.000,58.317
mvc-9284,0.021,83.688
mp-756944,0.366,36.431
mp-761130,0.000,87.254
mp-758969,0.000,249.406
mp-753182,0.000,37.310
mp-768114,0.002,181.424
mp-756950,0.000,45.887
mp-761124,1.361,85.667
mp-540146,0.000,88.502
mp-756788,0.000,35.725
mp-759134,0.000,32.952
mp-774918,49.789,267.175
mp-704227,22.935,192.099
mp-753419,0.000,37.247
mp-756575,0.648,42.700
mp-684427,1.075,166.374
mp-774924,0.000,64.386
mp-755732,1.277,16.196
mp-759108,0.430,205.964
mp-25827,2.032,123.210
mp-769975,0.000,53.725
mp-762820,0.000,16.234
mp-762834,0.000,36.880
mp-753431,0.173,39.529
mp-561349,0.187,132.831
mp-758564,0.001,99.840
mp-757131,0.000,86.543
mp-863869,0.527,41.466
mp-773087,0.000,22.330
mp-774930,0.040,110.734
mp-27017,0.000,141.807
mp-755915,0.562,63.751
mp-766461,0.000,61.777
mp-776672,0.000,31.521
mp-673078,5.780,148.183
mp-759849,0.000,130.044
mp-763519,0.000,74.116
mp-752908,0.000,30.683
mp-776100,0.000,57.024
mp-773078,0.000,132.624
mp-26335,1.520,139.201
mp-773050,0.001,219.690
mp-26453,0.000,55.896
mp-772428,0.072,129.743
mp-780866,0.278,169.570
mp-778677,0.138,104.667
mp-31885,3.906,152.111
mp-765626,0.000,39.809
mp-773044,0.084,20.491
mp-778111,5.733,397.544
mp-756415,0.000,24.237
mp-759726,0.000,53.212
mp-758438,0.000,26.287
mp-861850,0.254,31.148
mp-752667,0.000,40.487
mp-774878,0.000,49.882
mp-753237,0.000,21.802
mp-754558,0.000,32.711
mp-757051,0.000,47.477
mp-25953,0.022,94.926
mp-757737,1.729,84.442
mp-780709,0.000,70.827
mp-752897,0.000,34.628
mp-753551,0.003,31.008
mp-753545,0.000,69.249
mp-758410,0.028,217.844
mp-757045,0.000,34.597
mp-776060,0.347,92.517
mp-757910,0.000,38.250
mp-779347,0.039,129.132
mp-759097,0.000,31.255
mp-758389,0.000,32.481
mp-26269,0.000,94.520
mp-777342,0.071,120.179
mp-768262,3.353,87.647
mp-26241,0.149,118.578
mp-752854,0.000,21.233
mp-761246,0.000,33.861
mp-766529,0.000,88.140
mp-775227,0.000,41.376
mp-26533,0.617,141.894
mp-756398,0.000,39.705
mp-777356,14.286,184.087
mp-759524,0.000,108.684
mp-26902,0.084,79.940
mp-754000,0.043,52.657
mp-672979,1.191,154.408
mp-761911,0.782,139.331
mp-758148,0.000,172.046
mp-26916,0.000,100.078
mp-754014,0.641,123.706
mp-780523,0.000,208.675
mp-759530,0.000,42.197
mp-770834,0.000,111.590
mp-849448,0.000,68.432
mp-755444,0.000,31.770
mp-767384,0.000,74.865
mp-672945,0.000,97.458
mp-772951,0.000,140.443
mp-26719,1.756,148.403
mp-770175,0.000,51.322
mp-25576,0.085,57.666
mp-772004,0.000,30.426
mp-704186,0.000,109.809
mp-774461,0.379,113.978
mp-770607,4.308,120.403
mp-776510,81.095,377.729
mp-627993,0.005,87.676
mp-756830,0.000,19.852
mp-767435,0.003,233.334
mp-26725,0.032,134.140
mp-754799,0.757,78.327
mp-672986,0.003,113.871
mp-32022,0.001,108.316
mp-757284,0.000,97.795
mp-26057,0.008,99.606
mp-753784,0.000,33.448
mp-773454,0.000,70.245
mp-775025,0.000,35.257
mp-771243,0.000,46.555
mp-758809,0.000,44.597
mp-25238,0.001,34.882
mp-585408,12.038,183.415
mp-504117,23.566,367.848
mp-26056,0.001,166.977
mp-32023,0.000,63.522
mp-25239,0.000,36.786
mp-778500,0.000,142.193
mp-775024,0.000,25.879
mp-765223,0.000,51.284
mp-753949,0.000,40.672
mp-26724,6.680,182.145
mp-672993,0.000,163.783
mp-504103,0.000,35.094
mp-776277,20.842,297.703
mp-780287,0.000,81.793
mp-764115,42.830,381.417
mp-773469,0.006,72.657
mp-25205,0.267,64.493
mp-760367,0.010,29.891
mp-758820,0.001,68.471
mp-765579,0.000,88.882
mp-758175,0.045,98.873
mp-776288,0.000,41.665
mp-775959,48.506,270.119
mp-26095,0.000,185.144
mp-9027,0.005,71.030
mp-761092,0.000,40.591
mp-26081,0.101,161.778
mp-672950,0.000,89.629
mp-754773,0.788,44.186
mp-761910,0.000,62.491
mp-756602,0.334,49.945
mp-759525,1.218,155.098
mp-849313,0.000,54.552
mp-694557,0.000,170.775
mp-754767,1.564,79.176
mp-753587,0.000,26.868
mp-631316,0.000,19.147
mp-26532,0.000,33.877
mp-756399,0.000,58.245
mp-25985,0.278,269.199
mp-26240,0.002,98.155
mp-763336,1.267,45.126
mp-25991,0.020,106.106
mp-761247,0.000,57.388
mp-769633,0.029,81.283
mp-673119,0.580,139.720
mp-772213,0.003,26.726
mp-758388,0.000,28.747
mp-770410,0.033,257.159
mp-755860,0.001,52.116
mp-764465,0.744,97.336
mp-772561,0.000,23.737
mp-766514,0.000,61.007
mp-540219,4.120,97.165
mp-758411,0.000,68.488
mp-26297,35.786,196.765
mp-25946,28.896,252.196
mp-757044,0.000,29.635
mp-25952,17.366,183.191
mp-753236,0.017,55.783
mp-753550,0.000,51.729
mp-752896,3.362,142.112
mp-770389,0.000,184.426
mp-753578,0.000,55.852
mp-756366,0.000,31.322
mp-778931,0.299,439.104
mp-26446,28.850,252.938
mp-771134,56.953,402.856
mp-761441,0.000,50.315
mp-773045,0.000,29.721
mp-773051,14.906,181.673
mp-771646,0.000,20.080
mp-770558,0.000,84.825
mp-554324,28.804,335.438
mp-763524,0.000,61.805
mp-760005,10.616,207.976
mp-776667,0.011,271.462
mp-540379,8.070,165.928
mp-774064,0.000,34.810
mp-673092,0.001,66.955
mp-780668,0.000,55.137
mp-32396,0.142,107.851
mp-760788,0.000,85.964
mp-760950,0.000,26.503
mp-19107,0.000,36.624
mp-25198,7.291,124.320
mp-17664,0.000,33.905
mp-759647,0.000,142.867
mp-758559,0.000,74.865
mp-684426,7.706,190.056
mp-704226,16.177,295.461
mp-774919,0.018,223.396
mp-755069,0.000,8.213
mp-761125,0.000,51.757
mp-756789,0.000,183.674
mp-850905,0.000,44.612
mp-26644,0.069,155.011
mp-26888,0.000,92.842
mp-25359,0.253,175.629
mp-766138,0.000,73.866
mp-770772,0.000,35.884
mp-764707,0.000,98.071
mp-767568,0.002,81.720
mp-704959,0.143,143.502
mp-774500,0.000,36.464
mp-776317,0.134,172.971
mp-770955,0.000,26.162
mp-757332,0.000,56.565
mp-753154,0.000,37.142
mp-775193,0.003,111.684
mp-758767,0.000,157.968
mp-767597,0.000,92.625
mp-697664,0.000,86.831
mp-766689,0.000,96.982
mp-757440,0.371,120.020
mp-772830,0.000,14.779
mp-770941,0.000,63.668
mp-756038,0.000,70.840
mp-754607,0.196,16.055
mp-753168,0.870,51.312
mp-758983,0.000,76.729
mp-26863,0.369,90.257
mp-705448,10.525,401.719
mp-759337,0.000,16.718
mp-17314,0.496,138.695
mp-26861,0.110,123.524
mp-752512,0.000,36.350
mp-38487,0.000,23.620
mp-769584,0.001,75.920
mp-778489,0.000,67.358
mp-758759,0.000,56.703
mp-756006,10.516,52.635
mp-756760,6.381,190.198
mp-769590,0.005,62.857
mp-849265,0.031,276.042
mp-772826,0.009,191.399
mp-781010,0.207,65.586
mp-758017,0.000,42.295
mp-770943,0.016,89.655
mp-764936,0.685,84.034
mp-753142,0.000,47.146
mp-26691,0.000,15.172
mp-756984,0.000,39.561
mp-25398,0.000,51.403
mp-540179,0.014,132.936
mp-771308,0.000,25.388
mp-774516,0.000,109.782
mp-762374,2.486,198.727
mp-766106,0.000,44.983
mp-779026,0.252,100.191
mp-772173,17.452,200.491
mp-760211,0.002,67.513
mp-769553,0.000,21.910
mp-757495,0.025,85.260
mp-540145,1.447,201.582
mp-554656,0.000,89.423
mp-26134,20.098,198.548
mp-850913,5.665,171.494
mp-777751,93.137,431.047
mp-771320,0.524,126.657
mp-755719,0.000,43.266
mp-561410,0.003,67.402
mp-759645,0.012,103.092
mp-769792,0.088,54.097
mp-756562,0.000,34.293
mp-25818,3.302,113.447
mp-25830,4.242,110.771
mp-757132,15.227,164.409
mp-773084,5.825,240.994
mp-753432,0.000,36.851
mp-769962,0.633,41.662
mp-673090,0.000,107.169
mp-766489,0.000,73.488
mp-753426,0.000,53.567
mp-26493,0.264,96.340
mp-753340,0.000,36.906
mp-770599,6.863,177.111
mp-774714,0.000,27.214
mp-21471,0.000,26.816
mp-766462,0.000,95.078
mp-773709,22.287,49.558
mp-780681,2.205,174.389
mp-776117,0.000,16.655
mp-775436,0.809,128.124
mp-26322,0.018,138.663
mp-504263,15.495,249.694
mp-773047,6.521,180.761
mp-540421,0.000,51.612
mp-756589,0.000,33.932
mp-776659,0.000,112.794
mp-777547,0.000,34.077
mp-752937,0.419,53.807
mp-780871,38.524,470.709
mp-752923,0.000,45.558
mp-26450,0.192,56.777
mp-755094,1.755,23.644
mp-673047,12.695,173.767
mp-778106,0.000,97.863
mp-777235,0.276,64.604
mp-763240,0.000,39.896
mp-773053,0.169,122.887
mp-754573,0.003,63.929
mp-756364,20.644,45.417
mp-759725,0.000,52.435
mp-585184,27.952,403.367
mp-755679,0.000,35.379
mp-757046,0.000,31.684
mp-777396,0.000,110.116
mp-756358,0.267,42.726
mp-31931,25.203,189.687
mp-757720,38.434,173.814
mp-771095,0.000,43.972
mp-758407,0.000,46.436
mp-753234,0.205,43.505
mp-757052,0.020,106.902
mp-25950,0.182,130.818
mp-769631,0.000,37.169
mp-761279,0.006,32.601
mp-757913,0.000,27.057
mp-25987,0.505,325.023
mp-757085,0.198,24.878
mp-767146,0.000,96.623
mp-765023,0.000,124.713
mp-26524,0.001,106.820
mp-752857,0.190,82.162
mp-770348,0.000,37.871
mp-768507,10.883,119.941
mp-761245,0.000,104.239
mp-773127,0.583,117.381
mp-26242,1.469,137.312
mp-774648,0.000,67.609
mp-26915,0.999,105.318
mp-504854,0.000,86.406
mp-780520,0.000,197.810
mp-777816,0.001,111.447
mp-768936,0.026,245.995
mp-759255,0.000,110.826
mp-585392,1.888,152.175
mp-849463,0.000,42.678
mp-775967,3.357,101.401
mp-775973,0.025,47.581
mp-756172,0.000,76.761
mp-759241,0.000,41.428
mp-759527,0.000,147.025
mp-26901,0.173,66.314
mp-753744,0.000,27.739
mp-770823,0.000,30.068
mp-26083,0.230,126.454
mp-753750,0.000,37.515
mp-25207,1.802,59.933
mp-781825,0.000,77.736
mp-704185,0.002,147.689
mp-764671,0.002,83.619
mp-770604,0.000,81.167
mp-774310,0.000,54.902
mp-753977,0.000,49.370
mp-753787,1.534,71.272
mp-757287,0.000,36.434
mp-755484,0.179,30.568
mp-761047,0.000,48.924
mp-767436,0.350,246.870
mp-756833,0.000,38.616
mp-850867,0.000,61.448
mp-767351,0.052,214.168
mp-26041,0.000,91.399
mp-504100,0.083,40.686
mp-26727,0.000,41.452
mp-768704,0.000,34.284
mp-778517,0.120,100.783
mp-756826,0.000,22.835
mp-752498,0.402,53.346
mp-775027,0.000,30.889
mp-672984,0.000,156.453
mp-770611,0.000,87.740
mp-758823,0.000,61.675
mp-774305,0.000,20.120
mp-781824,0.000,141.219
mp-25206,0.211,34.031
mp-759297,0.000,71.142
mp-704184,0.000,107.743
mp-775796,0.000,48.604
mp-753037,0.000,31.551
mp-767392,0.003,105.363
mp-756629,0.000,49.437
mp-530514,30.964,326.798
mp-770822,0.000,28.341
mp-764857,0.000,299.549
mp-755452,0.000,34.723
mp-753023,0.000,15.452
mp-540965,0.000,94.693
mp-756173,0.026,137.361
mp-38280,0.000,11.224
mp-694554,0.228,131.202
mp-758638,0.000,46.326
mp-756601,0.139,34.708
mp-777817,0.049,262.402
mp-780521,0.000,202.731
mp-26914,49.216,168.189
mp-757279,0.000,53.734
mp-849462,0.000,60.374
mp-34121,10.224,52.649
mp-753590,0.004,23.949
mp-26525,0.067,122.067
mp-774891,0.000,35.364
mp-774649,0.330,115.627
mp-778073,0.000,178.635
mp-25992,0.550,122.523
mp-765750,0.000,22.435
mp-775543,0.001,36.552
mp-26257,7.389,118.628
mp-752842,0.000,31.241
mp-26531,0.000,36.296
mp-673126,0.007,110.980
mp-767609,0.000,82.504
mp-772210,0.591,54.776
mp-543061,11.682,160.630
mp-780086,0.000,34.438
mp-779345,0.009,90.191
mp-759095,0.000,55.919
mp-775219,0.694,118.769
mp-755122,0.000,48.445
mp-753235,0.000,55.454
mp-31924,0.000,69.024
mp-26294,0.001,23.906
mp-755888,0.002,41.248
mp-37399,0.022,36.215
mp-760833,0.081,122.124
mp-758412,0.000,172.543
mp-757721,0.000,44.297
mp-753547,0.000,36.279
mp-754228,0.989,36.778
mp-759724,3.131,59.893
mp-754200,0.635,50.278
mp-756371,0.000,30.750
mp-771916,0.000,69.783
mp-25979,0.262,279.834
mp-780723,0.006,221.650
mp-768472,0.000,153.745
mp-763241,0.000,48.972
mp-504276,0.289,139.288
mp-26337,0.000,120.391
mp-778107,0.735,107.189
mp-771651,0.000,106.067
mp-540420,0.067,105.846
mp-504262,0.000,48.219
mp-26323,0.144,122.694
mp-775437,0.742,117.744
mp-755081,0.000,25.008
mp-752936,0.003,56.819
mp-776880,0.163,90.134
mp-771137,0.000,18.864
mp-764274,0.000,90.314
mp-31677,0.000,64.029
mp-762163,20.471,47.592
mp-753427,0.000,63.496
mp-540391,0.026,122.739
mp-757641,0.315,67.372
mp-758214,0.110,134.157
mp-770598,0.000,88.094
mp-25825,0.000,78.725
mp-756239,0.000,21.072
mp-753341,0.000,33.002
mp-773085,0.000,25.313
mp-25831,0.273,47.675
mp-760947,1.097,58.562
mp-761481,0.000,46.452
mp-759678,0.002,137.918
mp-766488,0.000,52.465
mp-777585,0.000,42.248
mp-753433,0.000,50.085
mp-758228,0.000,64.268
mp-771876,0.000,146.950
mp-704231,0.586,285.533
mp-863857,0.000,45.601
mp-780131,0.009,112.260
mp-767972,0.003,41.274
mp-26135,0.206,113.586
mp-753180,0.000,58.739
mp-584674,40.302,295.718
mp-26647,0.000,81.172
mp-775153,0.000,16.826
mp-765340,0.000,32.030
mp-26121,0.003,113.386
mp-763057,0.021,16.891
mp-25400,0.000,53.834
mp-769552,0.047,120.097
mp-779755,0.022,174.479
mp-25372,0.000,6.096
mp-25414,0.155,95.147
mp-705305,27.273,192.186
mp-777793,0.007,130.472
mp-758770,0.000,127.490
mp-756985,0.000,41.616
mp-540193,1.928,94.436
mp-755254,0.000,35.451
mp-753625,0.000,34.573
mp-26684,0.000,90.948
mp-780469,0.000,45.405
mp-758764,0.000,94.235
mp-759334,22.910,424.181
mp-780327,0.000,86.494
mp-755268,0.000,29.271
mp-758994,0.941,106.231
mp-769585,0.000,64.374
mp-705315,3.013,329.929
mp-770952,0.000,30.777
mp-758760,0.001,58.664
mp-26680,0.000,70.457
mp-26858,0.000,61.350
mp-705467,65.185,582.098
mp-775180,0.000,58.264
mp-764933,0.000,41.427
mp-705301,0.000,146.262
mp-754600,0.000,29.912
mp-26864,0.000,78.867
mp-769581,0.000,43.980
mp-768847,0.000,42.419
mp-756765,0.000,58.463
mp-759456,0.417,108.520
mp-26870,0.924,85.124
mp-769218,0.000,37.478
mp-768106,15.049,152.888
mp-26643,0.234,100.580
mp-26131,0.000,95.482
mp-584116,0.042,46.842
mp-25410,0.074,44.779
mp-753812,0.004,79.401
mp-18949,0.000,26.020
mp-774261,0.021,74.206
mp-771319,0.000,28.723
mp-759495,0.000,88.438
mp-779023,0.000,81.971
mp-776310,1.135,91.012
mp-769967,0.798,50.373
mp-758562,11.762,178.519
mp-757137,0.020,32.420
mp-773081,0.000,114.018
mp-763292,0.007,64.844
mp-755734,0.000,42.635
mp-32385,11.382,163.626
mp-540395,0.000,98.665
mp-756573,0.031,37.353
mp-25809,23.322,169.684
mp-756201,0.000,36.972
mp-571612,33.097,474.809
mp-752701,0.000,24.638
mp-11206,0.000,32.528
mp-771133,0.000,55.764
mp-765146,0.000,154.235
mp-780874,0.000,45.561
mp-26327,15.924,365.506
mp-32352,0.087,139.147
mp-540424,8.046,129.999
mp-771641,0.000,101.070
mvc-16730,8.456,86.588
mp-26333,0.000,103.820
mp-540356,1.246,171.934
mp-776660,0.013,98.170
mp-771669,0.000,54.950
mp-27005,45.721,187.235
mp-774711,10.995,240.825
mp-780684,0.000,78.812
mp-753543,0.000,41.600
mp-760189,0.000,75.943
mp-758370,0.000,178.199
mp-753225,0.000,41.307
mp-755640,0.236,57.225
mp-26284,2.001,111.678
mp-758364,5.264,172.416
mp-756349,0.000,36.212
mp-25955,0.000,77.503
mp-761283,0.000,43.269
mp-753557,0.000,24.210
mp-754210,0.002,117.973
mp-755668,0.836,35.037
mp-753219,0.000,22.519
mp-771912,48.073,178.536
mp-756375,0.040,40.336
mp-25969,0.002,95.993
mp-756413,1.014,39.421
mp-759913,0.000,85.568
mp-773650,0.000,97.420
mp-774881,0.000,56.150
mp-25996,0.000,149.789
mp-767157,2.297,233.927
mp-755683,0.738,64.255
mp-26521,13.574,147.446
mp-771053,0.000,106.986
mp-759091,3.533,146.284
mp-759085,0.057,129.450
mp-770417,0.006,97.410
mp-774498,23.257,49.007
mp-21925,1.091,383.550
mp-758614,0.000,91.201
mp-757527,0.000,54.538
mp-753999,3.139,131.625
mp-781613,0.000,50.784
mp-772943,0.000,141.675
mp-766088,0.682,110.518
mp-26086,0.000,210.481
mp-755442,0.269,43.668
mp-26910,0.160,89.167
mp-754012,0.000,21.996
mp-758628,0.016,208.197
mp-768933,0.000,91.546
mp-759536,0.002,124.334
mp-756611,2.925,52.151
mp-759522,0.002,32.736
mp-26904,0.214,75.292
mp-756177,0.317,50.976
mp-778261,1.314,101.894
mp-771523,0.000,49.604
mp-761730,0.000,20.734
mp-762239,0.001,74.394
mp-764648,0.742,22.909
mp-504110,2.526,70.486
mp-753782,0.000,93.907
mp-765230,0.000,30.193
mp-761042,0.000,122.731
mp-767433,0.000,51.404
mp-753796,0.595,108.283
mp-772016,1.682,38.316
mp-32018,6.048,168.588
mp-585354,0.000,57.466
mp-776270,0.000,41.154
mp-25202,0.000,43.128
mp-774315,0.000,55.486
mp-758827,0.108,155.774
mp-778249,0.028,96.898
mp-776264,0.000,53.587
mp-779630,0.000,38.649
mp-766076,2.821,391.565
mp-759292,0.000,63.433
mp-758832,5.166,157.332
mp-33461,0.000,29.483
mp-768701,0.000,36.818
mp-770628,0.000,32.813
mp-775750,2.506,283.126
mp-672981,9.320,200.122
mp-756823,0.000,32.254
mp-772995,0.000,115.919
mp-780530,0.007,68.385
mp-756610,0.165,45.240
mp-777812,0.028,47.654
mp-26911,0.073,67.536
mp-752462,0.024,16.867
mp-757532,0.071,91.409
mp-758601,0.006,47.296
mp-772942,0.005,75.716
mp-26087,0.000,170.645
mp-753032,0.000,22.486
mp-759279,0.546,87.545
mp-765594,0.000,173.779
mp-755457,0.079,90.155
mp-26093,0.000,17.271
mp-780518,0.000,41.692
mp-753998,0.000,48.643
mp-766923,0.000,27.154
mp-759084,0.006,76.770
mp-705089,3.263,190.989
mp-766512,3.536,83.872
mp-757903,0.000,47.608
mp-755872,0.611,34.027
mp-763318,0.000,17.751
mp-769153,0.000,128.994
mp-779340,0.592,122.709
mp-765999,0.000,23.352
mp-757095,0.027,35.944
mp-761527,0.058,58.485
mp-771052,0.000,21.508
mp-765027,0.001,64.743
mp-775234,0.019,240.818
mp-752847,0.000,37.041
mp-775220,0.000,61.230
mp-540237,19.059,222.955
mp-759912,0.000,20.675
mp-25983,0.119,503.559
mp-504313,0.000,38.044
mp-763324,0.000,37.960
mp-26252,0.000,17.449
mp-25968,3.093,109.245
mp-782643,0.014,64.985
mvc-34,0.000,48.881
mp-759047,9.468,133.193
mp-849671,0.000,87.649
mp-756412,0.000,58.420
mp-759721,0.000,21.248
mp-7554,0.002,24.807
mp-25954,3.092,106.628
mp-753230,0.000,63.635
mp-757730,0.000,100.086
mp-753542,0.000,40.916
mp-25940,0.356,118.224
mp-560642,0.059,190.165
mp-776113,0.000,177.675
mp-27010,0.184,122.037
mp-762600,0.000,17.447
mp-766466,0.000,54.615
mp-780849,0.000,84.742
mp-764265,0.000,46.063
mp-774710,14.285,222.270
mp-558256,0.000,22.323
mp-770576,5.062,246.959
mp-31896,0.001,147.214
mp-540431,0.000,54.069
mp-775340,62.080,191.044
mp-26326,0.000,42.217
mp-765621,0.085,108.747
mp-704220,16.061,187.897
mp-756200,0.000,33.130
mp-759133,0.395,101.051
mp-754365,0.025,99.824
mp-752714,0.192,171.983
mp-849711,0.000,107.245
mp-758239,6.018,211.181
mp-759127,0.000,62.063
mp-32384,0.017,87.109
mp-757122,1.479,85.206
mp-760956,0.000,44.822
mp-753344,0.000,20.427
mp-766499,0.000,61.760
mp-777594,0.000,36.227
mp-757644,0.409,117.242
mp-540169,0.048,77.263
mp-769557,0.029,52.160
mp-777769,0.000,383.422
mp-764715,0.011,59.251
mp-25405,0.036,32.397
mp-779022,0.000,170.854
mp-767208,7.090,267.686
mp-26118,0.000,127.260
mp-761137,0.000,66.487
mp-850917,0.000,25.957
mp-753185,0.000,35.316
mp-850903,10.448,279.350
mp-766894,0.000,84.956
mp-756002,0.000,31.687
mp-754615,21.309,46.804
mp-26865,5.396,127.706
mp-754167,0.155,68.743
mp-753608,0.000,39.020
mp-765392,0.000,56.645
mp-775181,0.408,109.670
mp-705300,0.956,188.280
mvc-8638,1.694,66.446
mp-540828,0.000,36.097
mp-775195,0.000,138.296
mp-781772,0.000,46.327
mp-26681,0.000,53.422
mp-772822,1.810,38.729
mp-753634,0.000,59.517
mp-756996,0.913,92.596
mp-753636,0.244,99.915
mp-26683,0.000,75.494
mp-705470,6.820,256.887
mp-752528,0.287,70.105
mp-770951,0.000,61.078
mp-755509,0.000,22.285
mp-780320,0.000,82.498
mp-753178,0.000,36.955
mp-849505,0.030,95.755
mp-756766,0.000,37.801
mp-758039,27.400,210.444
mp-504098,0.000,30.293
mp-690866,0.032,72.999
mp-510760,0.000,78.072
mp-761135,0.070,119.022
mp-753839,0.069,100.933
mp-773525,0.002,14.931
mp-26640,4.921,159.007
mp-756955,0.000,50.106
mp-779008,0.000,98.597
mp-766128,0.044,66.003
mp-26126,0.005,181.996
mp-770762,0.140,65.300
mp-25407,0.055,47.734
mp-772613,0.000,53.854
mp-758950,0.000,37.020
mp-25375,1.908,10.931
mp-34278,3.147,122.398
mp-557403,0.000,49.479
mp-775168,0.000,27.768
mp-773519,0.000,42.546
mp-25413,0.056,35.195
mp-756558,0.112,44.994
mp-755051,21.858,47.467
mp-753420,0.643,86.315
mp-19103,0.000,44.024
mp-771695,0.000,106.228
mp-761486,0.000,27.881
mp-26481,0.000,15.928
mp-753434,3.384,157.462
mp-850530,0.000,49.285
mp-765804,0.066,54.505
mp-704236,26.986,198.056
mp-510562,0.660,140.569
mp-760997,0.000,148.933
mp-775424,0.000,31.528
mp-554446,0.000,93.768
mp-773055,0.000,114.127
mp-504271,0.000,189.042
mp-753391,0.000,42.611
mp-504265,0.000,43.458
mp-26324,8.558,170.810
mp-760983,0.000,52.847
mp-777541,0.000,56.550
mp-757691,0.000,66.326
mp-757861,0.517,134.001
mp-764273,0.000,59.318
mp-774712,0.000,17.817
mp-504259,2.421,401.630
mp-763508,0.000,37.579
mp-760001,0.000,57.970
mp-673069,4.998,254.836
mp-771093,0.000,70.263
mp-761280,0.196,39.749
mp-25956,0.000,99.808
mp-757040,0.000,94.185
mp-771939,0.000,38.126
mp-26293,0.000,27.303
mp-756438,0.000,56.551
mp-756410,0.000,62.235
mp-757068,0.000,41.830
mp-756376,1.021,65.770
mp-771905,32.256,272.973
mp-780724,0.012,266.826
mp-767632,0.000,40.186
mp-768501,0.398,111.925
mp-778074,0.000,175.028
mp-771044,0.000,58.455
mp-763440,0.174,97.098
mp-541103,0.170,138.376
mp-759086,0.006,193.402
mp-774666,0.000,29.870
mp-767395,0.000,20.507
mp-753030,0.000,75.708
mp-754987,0.000,58.261
mp-755327,0.000,35.443
mp-753756,4.379,173.682
mp-761082,0.000,77.690
mp-757524,0.000,16.154
mp-26091,0.000,57.237
mp-764850,0.000,13.833
mp-770825,0.000,45.538
mp-554917,33.207,155.667
mp-756174,0.000,30.459
mp-561012,0.106,145.659
mp-759521,0.002,176.326
mp-17502,0.000,83.342
mp-26907,1.007,74.186
mp-26913,15.440,160.345
mp-561006,0.000,68.468
mp-694547,8.914,194.285
mp-26046,0.000,144.758
mp-757295,0.008,94.548
mp-766048,0.000,44.184
mp-540023,19.084,344.990
mp-761041,0.315,114.214
mp-771252,0.000,61.108
mp-25229,0.040,41.923
mp-26734,0.000,50.546
mp-772997,0.000,96.998
mp-753959,0.006,39.530
mp-32027,0.000,98.649
mp-768059,0.000,36.404
mp-776267,0.000,61.797
mp-704197,0.000,96.539
mp-775008,0.312,111.934
mp-753971,0.000,21.931
mp-25201,0.000,44.138
mp-774302,0.000,135.044
mp-26708,22.625,218.095
mp-780283,0.030,117.899
mp-774464,0.031,118.330
mp-753964,0.000,74.716
mp-758831,0.000,27.895
mp-776272,0.027,69.977
mp-6488,0.006,188.666
mp-774465,1.208,131.221
mp-768058,0.000,128.237
mp-762575,0.000,39.857
mp-850874,0.000,159.359
mp-774459,3.260,236.266
mp-754951,0.776,44.822
mvc-8798,0.296,243.867
mp-504106,0.000,44.439
mp-754945,1.723,18.303
mp-772982,0.000,113.336
mp-26721,0.000,66.211
mp-585418,14.076,138.786
mp-540022,0.000,32.777
