mid,helvol,geomvol
mp-771580,1.798,46.401
mp-705201,93.336,584.467
mp-26794,0.000,67.833
mp-758674,1.112,110.473
mp-766942,0.000,94.530
mp-776589,9.220,312.959
mp-752417,0.000,46.030
mp-754066,0.000,14.479
mp-775902,0.037,119.210
mp-772738,0.000,175.007
mp-22243,0.000,28.911
mp-770891,0.000,49.419
mp-775731,0.000,165.078
mp-754927,0.000,25.991
mp-26025,6.587,115.623
mp-778201,0.000,58.461
mp-756842,22.919,47.704
mp-773432,1.001,95.150
mp-557500,0.022,64.452
mp-763609,0.001,53.351
mp-762271,0.000,15.548
mp-26019,28.295,215.445
mp-774413,0.245,116.205
mp-504158,0.034,73.544
mp-780586,14.525,106.048
mp-769456,0.000,111.002
mp-758853,0.000,39.219
mp-697788,0.003,105.092
mp-774406,0.404,120.365
mp-762264,0.000,36.836
mp-776211,0.002,251.069
mp-697789,0.035,73.551
mp-753907,0.001,54.834
mp-684093,11.559,313.960
mp-758846,0.000,46.512
mp-767320,0.000,35.241
mp-18860,0.000,15.004
mp-26756,3.104,215.024
mp-553997,0.012,146.209
mp-26742,0.857,79.274
mp-504165,0.000,30.520
mp-695808,0.001,90.732
mp-849361,0.000,53.331
mp-755379,0.000,31.117
mp-26965,5.088,95.013
mp-851274,0.000,164.217
mp-758113,17.063,212.455
mp-26795,0.000,60.679
mp-755351,0.104,25.532
mp-753734,0.805,58.046
mp-781672,3.066,283.977
mp-765286,0.517,93.016
mp-540082,0.000,217.697
mp-777682,0.035,73.587
mp-25288,0.000,83.265
mp-757234,0.000,42.303
mp-770853,0.000,90.728
mp-771595,0.000,58.723
mp-753052,0.201,49.019
mp-26568,16.485,202.455
mp-850397,0.000,44.982
mp-771768,0.715,134.320
mp-776761,0.035,118.637
mp-32509,10.328,128.242
mp-767644,0.000,29.355
mp-774638,0.197,108.421
mp-26232,0.000,23.562
mp-766228,0.255,191.436
mp-21549,0.000,42.522
mp-26226,0.000,106.441
mp-752600,7.921,71.023
mp-684534,54.117,379.129
mp-25908,0.908,313.097
mp-504398,13.870,297.741
mp-632692,0.000,45.526
mp-758477,0.000,37.894
mp-849639,2.879,100.247
mp-757022,0.000,31.669
mp-753244,0.846,138.012
mp-684508,0.060,257.842
mp-705002,0.000,248.034
mp-753250,0.000,53.872
mp-756328,0.000,66.852
mp-758305,0.000,71.251
mp-770489,0.497,98.746
mp-777480,0.000,64.499
mp-758463,0.000,20.572
mp-753536,0.000,20.427
mp-777279,0.000,48.275
mp-27064,0.000,35.101
mp-684497,0.001,176.377
mp-772315,0.000,96.468
mp-505131,0.042,38.296
mp-770502,0.152,96.415
mp-504207,0.000,97.119
mp-778176,0.000,58.040
mp-25883,2.512,209.289
mp-673023,0.016,200.952
mp-759812,0.910,90.419
mp-758259,0.000,50.972
mp-850220,20.258,264.142
mp-25868,5.205,229.637
mp-704240,3.861,166.612
mp-10179,0.006,26.480
mp-756506,0.233,69.053
mp-754339,0.083,40.347
mp-752990,0.000,36.830
mp-559869,0.057,145.588
mp-771191,0.000,85.811
mp-758265,0.000,28.271
mp-757156,0.000,87.182
mp-755741,0.306,53.553
mp-775491,0.181,127.192
mp-25840,0.000,185.568
mp-758517,0.000,58.808
mp-30295,67.904,575.744
mp-758098,45.228,181.779
mp-585241,0.004,262.654
mp-776365,0.383,144.013
mp-776403,0.000,55.483
mp-760261,2.596,77.271
mp-753873,0.000,48.266
mp-764013,0.000,41.829
mp-772671,0.000,171.898
mp-753867,0.001,52.812
mp-769537,2.709,72.113
mp-25303,0.000,17.936
mp-25465,0.018,38.664
mp-759392,0.000,72.529
mp-775136,0.000,64.841
mp-697819,1.657,148.282
mp-761143,5.015,91.383
mp-771350,0.053,34.409
mp-767526,0.000,39.991
mp-760249,0.203,202.311
mp-26636,0.000,57.541
mp-775122,10.776,99.031
mp-775644,0.000,149.339
mp-26150,0.010,146.838
mp-585269,0.000,91.889
mp-26805,0.000,36.184
mp-759423,0.059,94.639
mp-756710,0.000,35.914
mp-850744,3.631,204.076
mp-850750,1.532,122.355
mp-768832,3.183,127.598
mp-26811,3.524,151.717
mp-686041,0.469,110.945
mp-19377,0.000,20.966
mp-758701,0.000,55.091
mp-2074,0.716,29.798
mp-766823,0.000,84.164
mp-771387,13.513,161.546
mp-753126,0.000,44.675
mp-26193,0.083,229.190
mp-754649,0.000,85.172
