Battid,Stability Discharge,Stability Charge,energy,energy_dis,energy_per_atom,energy_per_atom_dis,band_gap,band_gap_dis,density,density_dis,total_magnetization,total_magnetization_dis,nsites,nsites_dis,elasticity,elasticity_dis,volume,volume_dis,helvol,geomvol,helvol_dis,geomvol_dis,vf_geomvol,vf_geomvol_dis,vf_helvol,vf_helvol_dis,Capacity_Grav
mp-300764854,0.042985,0.071738,-312.88878,-302.42905,-7.111109,-7.200692,1.9792,1.4733,3.213531,3.157774,9.000001,19.0,44,42,3.213531,3.157774,488.31186,489.634016,0.0,87.046,0.0,67.821,0,0,0,0,84.4639
mp-300775791,0.026711,0.069935,-137.433539,-128.490266,-6.871677,-7.138348,1.4593,1.4519,4.363796,4.246726,8.0,9.0,20,18,4.363796,4.246726,192.878101,192.767105,0.0,41.307,0.0,31.687,0,0,0,0,105.752467
mp-300767939,0.068267,0.078734,-125.285387,-116.300212,-5.69479,-5.815011,0.7849,2.099,2.720572,2.724523,5.0,4.0,22,20,2.720572,2.724523,303.660768,294.759529,1.266,93.341,1.093,82.241,0,0,0,0,107.742997
mp-300756427,0.047438,0.060715,-80.798508,-65.378578,-4.039925,-4.086161,1.3595,1.5049,2.518275,2.613121,0.0,0.0,20,16,2.518275,2.613121,375.492692,344.22082,0.439,111.257,0.031,132.462,0,0,0,0,188.262234
mp-300765116,0.050193,0.084682,-354.170898,-315.071332,-6.810979,-7.160712,3.2713,1.6809,2.752961,2.857749,8.000001,10.000001,52,44,2.752961,2.857749,631.144511,575.736411,4.814,184.158,0.331,169.474,0,0,0,0,204.912759
mp-300772251,0.020967,0.085486,-104.801608,-89.336474,-6.5501,-6.872036,0.0,0.0,4.602389,4.524539,18.999998,13.011458,16,13,4.602389,4.524539,154.156497,149.166736,0.207,45.347,0.0,41.931,0,0,0,0,188.184561
mp-300025907,0.042624,0.004442,-494.785971,-476.072974,-6.872027,-7.001073,0.0,3.4585,2.670396,2.807288,0.61327,0.0,72,68,2.670396,2.807288,1098.252918,1028.276032,0.908,313.097,1.391,358.458,0,0,0,0,60.700168
mp-300031519,0.022527,0.091784,-73.840297,-66.682698,-6.712754,-6.66827,0.858,0.0,3.385886,3.21081,4.0,5.0,11,10,3.385886,3.21081,117.613634,120.437064,0.0,16.936,0.0,12.864,0,0,0,0,111.757817
mp-300540212,0.019407,0.050678,-249.713424,-242.035765,-6.936484,-6.915308,1.1835,0.0699,2.813208,2.779705,1.0,0.034903,36,35,2.813208,2.779705,441.836436,443.015321,0.027,90.244,0.037,95.18,0,0,0,0,35.805073
mp-300765747,0.038547,0.080565,-109.211555,-103.505639,-7.28077,-7.39326,2.3384,0.0,3.928587,3.834697,9.0,8.0,15,14,3.928587,3.834697,149.068369,149.712569,0.0,31.606,4.542,54.197,0,0,0,0,149.056739
mp-300031706,0.027672,0.050227,-257.601898,-487.741355,-7.155608,-7.172667,0.0,0.0,2.974665,2.838404,4.000001,2.977676,36,68,2.974665,2.838404,441.945491,910.080651,0.001,208.314,0.0,91.743,0,0,0,0,196.237979
mp-300775825,0.006912,0.052624,-55.285499,-156.466011,-6.910687,-7.112091,0.931,1.1844,3.998734,3.883298,5.000001,13.0,8,22,3.998734,3.883298,75.087265,226.02194,0.0,30.136,0.0,10.512,0,0,0,0,98.816124
mp-300684106,0.047049,0.038544,-295.193994,-272.791258,-6.708954,-6.819781,3.9954,0.0,3.444364,3.366242,0.0,0.0,44,40,3.444364,3.366242,583.623262,583.471866,0.182,130.818,0.0,100.744,0,0,0,0,88.55769
mp-300770149,0.071753,0.031549,-74.546159,-52.939298,-6.21218,-6.617412,1.4086,2.2759,2.830574,2.441456,2.0,0.0,12,8,2.830574,2.441456,133.609663,136.020805,0.0,51.008,0.04,38.413,0,0,0,0,470.712209
mp-300776064,0.012934,0.06117,-478.576101,-442.925111,-6.64689,-6.920705,2.6846,1.6614,3.037313,3.035997,2.999999,2.0,72,64,3.037313,3.035997,781.989195,751.956976,0.0,112.794,0.0,109.478,0,0,0,0,149.90208
mp-300771851,0.054031,0.017523,-95.484929,-80.181872,-6.365662,-6.681823,0.0,0.6674,4.315121,4.455255,14.0,11.0,15,12,4.315121,4.455255,169.794447,156.692754,3.367,40.044,2.925,52.151,0,0,0,0,182.227005
mp-300767251,0.064698,0.088833,-239.772956,-228.964513,-7.052146,-7.155141,1.5822,2.0539,2.957404,2.923822,0.999996,0.0,34,32,2.957404,2.923822,380.542183,377.028934,0.0,31.419,0.0,38.649,0,0,0,0,155.006086
mp-300780918,0.011035,0.086812,-220.81367,-209.038309,-6.900427,-6.967944,2.9709,0.0,2.926431,2.892307,5.0,9.000001,32,30,2.926431,2.892307,365.203789,361.54265,0.0,84.36,0.0,70.827,0,0,0,0,83.28452
mp-300850930,0.046451,0.054526,-383.47427,-168.255078,-5.326032,-5.257971,4.3429,0.8735,2.954404,3.055907,5.0,4.000001,72,32,2.954404,3.055907,767.781464,356.053127,0.0,72.529,5.073,185.784,0,0,0,0,156.96048
mp-300759534,0.093159,0.010662,-212.301816,-205.549058,-5.897273,-6.045561,0.563,3.8127,4.353637,3.927704,1.0,0.0,36,34,4.353637,3.927704,543.965056,597.08539,10.922,179.371,5.264,140.241,0,0,0,0,37.585014
mp-300777937,0.041418,0.068311,-510.482787,-495.022173,-7.398301,-7.500336,0.3985,0.5677,3.157978,3.088742,19.0,9.0,69,66,3.157978,3.088742,750.579296,756.209483,0.002,143.486,0.0,106.492,0,0,0,0,56.327885
mp-300025417,0.069396,0.151423,-87.004982,-26.465828,-7.909544,-8.821943,0.0,2.6271,3.741173,2.445862,0.166295,0.0,11,3,3.741173,2.445862,112.508161,54.222301,7.968,22.606,0.0,29.533,0,0,0,0,308.74865
mp-300761602,0.057085,0.108729,-58.574506,-52.195845,-5.857451,-5.799538,0.3428,0.0,4.360249,4.29441,3.0,6.000013,10,9,4.360249,4.29441,105.357778,104.289131,0.05,19.12,0.019,19.316,0,0,0,0,276.750175
mp-300781593,0.090943,0.052482,-156.162266,-134.732748,-5.577224,-5.613864,0.0,0.2978,4.889498,5.624429,16.164996,7.0,28,24,4.889498,5.624429,326.443323,275.590773,0.0,25.197,0.0,59.243,0,0,0,0,111.531062
mp-300775647,0.022353,0.088733,-373.743446,-327.661557,-6.67399,-6.826282,0.6081,1.6721,4.445147,4.535098,11.0,9.0,56,48,4.445147,4.535098,635.655526,602.715841,0.0,98.21,0.0,122.023,0,0,0,0,126.005633
mp-300765765,0.040407,0.002082,-117.066762,-105.482829,-5.853338,-5.860157,1.771,1.7368,2.781404,2.770677,4.0,3.0,20,18,2.781404,2.770677,288.731586,281.529598,0.906,82.113,0.913,92.596,0,0,0,0,215.485994
mp-300585189,0.045313,0.024996,-299.642449,-289.068268,-7.491061,-7.60706,3.3405,0.0,3.719587,3.729563,20.0,18.999999,40,38,3.719587,3.729563,456.794722,449.392037,0.0,86.55,0.002,86.283,0,0,0,0,52.386829
mp-300769892,0.060029,0.054647,-171.976133,-148.401287,-6.142005,-6.183387,0.1987,0.7021,4.745235,4.942629,10.0,4.000059,28,24,4.745235,4.942629,260.086143,240.371414,0.0,34.339,0.0,44.215,0,0,0,0,144.2424
mp-300026267,0.022329,0.048406,-509.365571,-480.287676,-6.702179,-6.670662,0.2531,0.0,2.897389,2.911095,1.0,1.986311,76,72,2.897389,2.911095,901.661876,881.579695,0.0,156.453,0.0,157.234,0,0,0,0,68.142391
mp-300764758,0.044454,0.096504,-70.94847,-63.850088,-5.067748,-4.911545,1.9875,1.0421,2.705365,2.731887,4.0,3.000001,14,13,2.705365,2.731887,148.311388,142.652564,0.0,39.943,0.0,49.437,0,0,0,0,215.644248
mp-300769723,0.018395,0.030143,-193.081294,-169.266004,-6.89576,-7.05275,2.4609,0.6132,3.49434,3.557331,8.0,7.999999,28,24,3.49434,3.557331,301.943463,283.636815,0.0,33.091,0.0,34.723,0,0,0,0,168.724097
mp-300761451,0.093061,0.087666,-488.685135,-393.54111,-6.787294,-7.02752,2.3448,0.218,3.15101,3.047157,3.0,1.0,72,56,3.15101,3.047157,745.575316,710.466423,17.452,200.491,15.227,164.409,0,0,0,0,303.100422
mp-300705007,0.041954,0.034429,-512.156168,-487.873058,-7.11328,-7.174604,3.8685,1.8481,2.874136,2.902197,3.0,2.0,72,68,2.874136,2.902197,967.778791,942.536023,0.0,223.011,0.0,208.821,0,0,0,0,64.000659
mp-300540367,0.057263,0.113183,-174.386346,-160.61658,-6.228084,-6.177561,0.1937,0.0,3.194827,3.125857,1.003617,3.997068,28,26,3.194827,3.125857,280.107449,278.913296,0.0,20.918,0.0,15.172,0,0,0,0,99.464
mp-300765448,0.048635,0.067788,-184.728482,-160.097936,-6.597446,-6.670747,2.9522,0.9729,3.116817,2.893727,3.0,4.0,28,24,3.116817,2.893727,342.773192,353.266983,0.069,100.933,0.098,79.572,0,0,0,0,166.628677
mp-300504376,0.031133,0.061258,-630.137527,-553.944953,-6.703591,-6.755426,2.2221,0.0308,3.144419,3.015153,15.003957,21.000012,94,82,3.144419,3.015153,1090.069707,1090.931897,16.177,295.461,12.953,267.393,0,0,0,0,155.809698
mp-300026701,0.035055,0.002813,-525.824503,-490.97438,-6.572806,-6.819089,2.4807,3.3889,3.508539,3.771926,0.0,0.0,80,72,3.508539,3.771926,1028.272511,932.024678,0.0,182.698,0.0,187.445,0,0,0,0,98.687776
mp-300764149,0.01109,0.009299,-110.50416,-101.968612,-6.90651,-7.283472,1.7376,1.1529,4.006703,3.860887,5.0,4.0,16,14,4.006703,3.860887,149.875866,149.565759,0.0,33.503,0.0,29.975,0,0,0,0,218.14925
mp-300775153,0.085673,0.075991,-83.368585,-74.361382,-5.210537,-5.311527,3.0926,2.3327,3.282277,3.127486,4.0,5.0,16,14,3.282277,3.127486,151.431824,151.556089,0.0,25.259,0.0,16.826,0,0,0,0,179.079347
mp-300764341,0.008368,0.094421,-254.5817,-234.922873,-6.364543,-6.349267,2.3129,0.0,2.831487,2.616684,5.000001,17.007155,40,37,2.831487,2.616684,433.391201,455.753945,0.0,99.126,0.0,76.746,0,0,0,0,108.801393
mp-300767327,0.032988,0.018895,-195.561606,-175.063765,-6.984343,-7.294324,3.2334,0.14,3.480786,3.626398,14.999999,13.000001,28,24,3.480786,3.626398,329.730342,303.777311,0.0,47.465,0.0,49.46,0,0,0,0,155.107099
mp-300770694,0.04419,0.011407,-178.016143,-139.213518,-5.933871,-6.327887,0.7777,2.381,3.173309,2.523728,4.0,0.0,30,22,3.173309,2.523728,269.631053,302.495458,0.025,99.824,0.0,34.453,0,0,0,0,416.117164
mp-300031730,0.011905,0.012138,-350.754747,-337.624938,-7.307391,-7.339673,2.9985,0.0073,2.725012,2.651332,6.0,5.000141,48,46,2.725012,2.651332,635.928781,644.906649,20.098,198.548,14.01,176.647,0,0,0,0,150.099474
mp-300781184,0.014296,0.0,-670.827817,-649.276425,-7.453642,-7.549726,3.529,0.0,3.361137,3.465574,35.000031,33.000001,90,86,3.361137,3.465574,1081.180542,1035.295131,0.0,152.008,0.0,162.177,0,0,0,0,48.987302
mp-300011977,0.0,0.0,-20.974533,-15.297646,-3.495755,-3.824412,0.0,0.0,8.924184,10.944866,0.0,7e-06,6,4,8.924184,10.944866,120.060072,95.787974,1.285,21.552,3.257,34.517,0,0,0,0,83.075086
mp-300764037,0.077319,0.023193,-224.565094,-203.811931,-6.604856,-7.278998,1.1283,1.0911,3.926248,3.988072,21.0,15.0,34,28,3.926248,3.988072,311.319189,289.152684,0.0,56.385,0.0,52.847,0,0,0,0,218.461791
mp-300764933,0.086187,0.082206,-192.208213,-162.678717,-5.653183,-5.809954,0.4372,0.0,4.292865,4.471733,28.000001,16.03742,34,28,4.292865,4.471733,301.285974,273.769761,0.0,44.488,0.0,41.427,0,0,0,0,206.458608
mp-300769242,0.082592,0.082311,-216.175774,-196.983986,-4.913086,-4.9246,0.4342,1.4109,2.811565,2.612882,0.997697,0.0,44,40,2.811565,2.612882,343.634395,352.119706,0.0,45.238,0.0,13.636,0,0,0,0,184.256626
mp-300540443,0.043677,0.221824,-297.938724,-265.43349,-7.093779,-7.373152,2.0073,0.7437,3.196347,3.277267,4.0,2.990266,42,36,3.196347,3.277267,479.74326,446.796438,2.573,118.2,0.211,116.264,0,0,0,0,174.139108
mp-300763851,0.056084,0.002722,-428.998298,-413.399824,-7.149972,-7.38214,2.0007,2.5574,3.736281,3.789128,2.0,1.0,60,56,3.736281,3.789128,784.393899,761.286645,0.0,132.06,0.0,129.208,0,0,0,0,60.742708
mp-300771275,0.091695,0.036924,-113.033634,-97.231438,-5.651682,-5.719496,0.0,1.4003,4.788553,5.359463,1e-06,0.0,20,17,4.788553,5.359463,226.615319,196.023739,0.196,39.749,0.0,22.662,0,0,0,0,123.036964
mp-300769522,0.0041,0.051268,-255.293371,-215.92285,-4.909488,-4.798286,0.0,0.6459,4.646302,4.451243,11.0,4.0,52,45,4.646302,4.451243,441.31983,442.533667,0.002,73.541,0.0,47.606,0,0,0,0,151.930526
mp-300766795,0.0,0.087704,-160.769768,-138.337823,-6.69874,-6.916891,2.8049,1.0579,3.465972,3.371938,3.0,4.0,24,20,3.465972,3.371938,238.942084,231.932907,0.0,36.078,0.0,22.938,0,0,0,0,214.956309
mp-300694615,0.009518,0.011255,-764.286475,-681.194589,-6.823986,-7.095777,3.5227,2.7331,2.894432,2.613266,3.999823,4.999996,112,96,2.894432,2.613266,1448.089124,1533.323926,93.336,584.467,11.193,423.104,0,0,0,0,169.890533
mp-300771921,0.054312,0.086019,-182.165207,-85.275561,-4.793821,-4.737531,0.0958,0.128,4.781718,4.719891,1.0,1.0,38,18,4.781718,4.719891,334.228343,166.861291,0.0,22.645,0.0,27.057,0,0,0,0,109.804789
mp-300765461,0.069863,0.062805,-283.681875,-261.040453,-7.092047,-7.251124,0.4294,0.0,3.256035,3.407917,26.000001,20.000003,40,36,3.256035,3.407917,474.908854,440.215094,0.0,101.07,0.075,102.031,0,0,0,0,115.124715
mp-300768084,0.047251,0.08751,-290.79724,-271.989959,-7.092616,-7.35108,0.8115,0.866,3.85035,3.693169,19.0,15.0,41,37,3.85035,3.693169,417.413522,422.695231,0.099,94.05,0.007,66.786,0,0,0,0,110.764654
mp-300761619,0.079875,0.209505,-587.49317,-535.869558,-7.343665,-7.442633,1.1998,0.7992,3.306195,2.713851,4.0,3.00028,80,72,3.306195,2.713851,860.039835,1013.782206,0.0,246.509,0.0,59.725,0,0,0,0,125.213396
mp-300776625,0.0,0.01489,-278.762451,-265.233769,-7.743401,-7.800993,2.4407,0.0,2.844768,2.719817,0.0,0.664743,36,34,2.844768,2.719817,452.484639,464.796701,1.791,117.107,1.643,101.632,0,0,0,0,200.274565
mp-300032043,0.01123,0.022354,-257.184122,-244.3471,-7.144003,-7.186679,4.458,1.8372,3.038639,3.039612,3.0,2.0,36,34,3.038639,3.039612,457.693021,449.962906,0.0,103.563,0.0,95.482,0,0,0,0,64.000659
mp-300763102,0.02612,0.08365,-175.75566,-151.814736,-6.276988,-6.325614,0.2503,0.5298,5.02366,5.075645,12.0,18.0,28,24,5.02366,5.075645,287.205453,275.1807,0.0,45.601,0.0,46.671,0,0,0,0,123.382892
mp-300031560,0.041807,0.067896,-259.047651,-246.162626,-6.817043,-6.837851,3.154,0.9591,2.535545,2.644091,3.0,4.0,38,36,2.535545,2.644091,509.12645,479.507508,0.013,115.596,0.047,122.086,0,0,0,0,68.951048
mp-300032523,0.017299,0.022078,-259.593375,-246.154914,-7.210927,-7.23985,2.2556,1.5072,2.418481,2.412172,2.0,1.0,36,34,2.418481,2.412172,513.26459,505.050655,0.018,138.663,2.011,146.647,0,0,0,0,71.705748
mp-300705375,0.082521,0.090802,-463.897207,-450.704221,-6.443017,-6.438632,0.0,0.0,3.047843,2.979985,12.005717,13.124601,72,70,3.047843,2.979985,918.047135,931.216518,7.539,227.631,6.664,211.151,0,0,0,0,31.811224
mp-300780086,0.071921,0.063414,-76.841838,-73.506599,-5.122789,-5.250471,2.6208,2.4911,2.458695,2.511539,5.0,4.0,15,14,2.458695,2.511539,143.490282,135.88205,0.0,32.612,0.0,34.438,0,0,0,0,126.1481
mp-300775102,0.071193,0.060562,-272.230611,-266.700061,-6.639771,-6.667502,0.0,1.7218,2.893264,3.051667,11.786091,15.0,41,40,2.893264,3.051667,484.906312,455.959333,0.2,99.741,0.399,145.039,0,0,0,0,31.722109
mp-300771422,0.033568,0.049585,-154.670496,-144.242647,-6.444604,-6.556484,4.1572,1.8932,2.619461,2.435854,4.0,5.0,24,22,2.619461,2.435854,286.278098,298.39341,0.001,83.923,0.0,48.309,0,0,0,0,118.696459
mp-300031705,0.029382,0.064955,-190.920052,-177.899248,-6.818573,-6.842279,2.7667,0.0,3.130721,3.043755,3.0,2.001456,28,26,3.130721,3.043755,278.7385,279.129204,0.0,27.913,0.0,15.928,0,0,0,0,101.999149
mp-300018782,0.076805,0.13753,-122.916183,-36.948614,-6.145809,-6.158102,0.0,0.0,4.128453,4.226653,3.0,6.9e-05,20,6,4.128453,4.226653,217.577841,69.02297,0.0,14.38,0.0,39.096,0,0,0,0,282.761396
mp-300779755,0.024661,0.102624,-468.852191,-406.766188,-6.697888,-6.779436,0.0,0.0,4.099284,4.025872,36.007904,33.051637,70,60,4.099284,4.025872,734.648973,719.415914,0.016,182.732,0.022,174.479,0,0,0,0,147.781486
mp-300019511,0.047585,0.11769,-397.825439,-369.030519,-5.304339,-5.271865,0.1133,0.0,2.483035,2.429376,35.000001,15.000001,75,70,2.483035,2.429376,803.625357,797.653619,0.0,204.611,0.0,186.955,0,0,0,0,216.773686
mp-300850945,0.005515,0.07407,-383.626669,-360.631716,-4.795333,-4.745154,1.8688,0.1262,2.741982,2.602103,3.0,5.034279,80,76,2.741982,2.602103,762.549635,785.82377,0.0,165.078,0.0,146.95,0,0,0,0,225.436956
mp-300761469,0.015294,0.004382,-190.909882,-170.423708,-6.81821,-7.100988,3.4253,2.7334,2.884005,2.556505,4.0,4.977672,28,24,2.884005,2.556505,363.331191,391.841963,0.289,139.288,0.009,107.864,0,0,0,0,169.890533
mp-300762454,0.041909,0.080509,-54.859189,-153.499798,-6.857399,-6.977264,1.7748,0.4922,4.176517,4.125076,3.0,8.0,8,22,4.176517,4.125076,72.310306,214.047938,0.0,41.472,0.83,17.354,0,0,0,0,98.24313
mp-300764083,0.007089,0.026224,-163.483163,-304.684116,-5.108849,-5.078069,0.0887,0.2864,4.613363,4.593139,11.000001,9.0,32,60,4.613363,4.593139,279.785897,551.998329,0.0,83.636,0.0,43.522,0,0,0,0,68.95955
mp-300849220,0.007628,0.026299,-635.976894,-590.133142,-6.115162,-6.14722,4.4042,1.9547,2.872042,2.930008,4.0,5.0,104,96,2.872042,2.930008,1211.168291,1155.737468,0.0,208.675,0.0,218.683,0,0,0,0,102.353474
mp-300778861,0.056984,0.001317,-221.802894,-202.191988,-6.161191,-6.3185,1.1214,1.4864,3.33358,3.275092,4.000152,3.000005,36,32,3.33358,3.275092,437.982035,431.726806,0.064,132.756,0.448,120.445,0,0,0,0,121.927219
mp-300770624,0.04958,0.076975,-446.133024,-396.045518,-6.196292,-6.188211,2.9606,0.3943,3.279809,3.106934,2.999238,4.0,72,64,3.279809,3.106934,756.540857,768.95842,0.001,165.622,0.0,102.018,0,0,0,0,143.488439
mp-300780145,0.027633,0.033783,-381.708559,-359.219123,-6.361809,-6.414627,1.6716,0.0,3.691142,3.676272,9.0,8.000092,60,56,3.691142,3.676272,576.867018,566.659595,0.0,95.407,0.0,98.597,0,0,0,0,202.437389
mp-300767132,0.097042,0.069652,-167.407317,-146.288337,-5.978833,-6.095347,0.1673,0.0,4.706942,5.114607,19.001429,17.000001,28,24,4.706942,5.114607,334.875975,299.170268,0.0,53.601,0.0,69.249,0,0,0,0,112.939302
mp-300695791,0.021932,0.06889,-622.728419,-592.764416,-7.076459,-7.056719,1.6246,0.0404,2.558878,2.481547,1.999876,2.856247,88,84,2.558878,2.481547,1292.000499,1313.684069,18.293,418.105,18.307,405.096,0,0,0,0,53.846263
mp-300764957,0.014919,0.070214,-206.346729,-184.245588,-6.448335,-6.5802,2.7601,1.5174,3.226078,3.028615,3.0,4.0,32,28,3.226078,3.028615,339.508287,346.421366,0.0,73.615,0.0,45.268,0,0,0,0,162.533411
mp-300765404,0.052571,0.088133,-217.24168,-68.647042,-7.491092,-7.627449,0.7025,1.2975,2.729651,2.636087,4.999852,1.0,29,9,2.729651,2.636087,320.445903,107.691654,0.0,16.154,0.086,67.294,0,0,0,0,289.994523
mp-300761737,0.083285,0.063545,-83.697101,-71.961362,-5.978364,-5.99678,0.0,1.0111,4.468503,4.623458,8.000001,5.99996,14,12,4.468503,4.623458,138.838887,129.199915,0.003,31.008,0.0,26.379,0,0,0,0,143.471191
mp-300763612,0.055833,0.0902,-290.454346,-277.899692,-7.261359,-7.31315,0.8091,0.2365,2.161838,2.090724,4.0,6.999987,40,38,2.161838,2.090724,558.870431,566.854309,24.315,209.196,13.232,191.359,0,0,0,0,144.585781
mp-300850262,0.049763,0.074499,-617.812949,-605.823458,-6.864588,-6.884357,1.4982,1.7432,3.023787,2.997374,19.0,5.0,90,88,3.023787,2.997374,1047.639215,1049.180477,0.0,187.816,0.0,181.073,0,0,0,0,109.990753
mp-300776371,0.052897,0.0,-272.895287,-264.899095,-7.580425,-7.79115,1.149,0.0612,3.144364,3.042957,2.0,1.0,36,34,3.144364,3.042957,504.51295,513.750429,1.84,155.041,0.617,141.894,0,0,0,0,110.610785
mp-300684104,0.047436,0.005514,-327.404111,-316.770316,-6.820919,-6.886311,3.2937,0.0757,2.907869,2.750841,0.0,0.935647,48,46,2.907869,2.750841,755.29412,790.028988,28.896,252.196,16.632,229.825,0,0,0,0,40.527239
mp-300761801,0.074041,0.093233,-69.160973,-63.905262,-6.916097,-7.100585,1.0274,1.4907,4.322285,4.179228,2.0,3.0,10,9,4.322285,4.179228,101.329069,102.039745,0.0,13.265,0.0,11.146,0,0,0,0,101.61561
mp-300762217,0.004088,0.052661,-270.608299,-256.327474,-7.121271,-7.120208,2.0451,1.9875,3.021834,3.042413,1.0,0.0,38,36,3.021834,3.042413,574.426604,562.964483,0.192,171.983,0.393,175.484,0,0,0,0,101.21229
mp-300018722,0.0,0.042592,-86.479121,-76.221644,-5.404945,-5.444403,1.8208,0.6584,4.154833,4.087172,2.0,1.0,16,14,4.154833,4.087172,313.087143,312.630216,3.286,120.338,1.377,66.314,0,0,0,0,68.425668
mp-300765102,0.06963,0.038903,-262.518211,-253.336315,-7.292173,-7.451068,0.1863,2.4201,2.669983,2.71054,1.0,0.0,36,34,2.669983,2.71054,461.092755,445.68919,0.0,91.304,1.513,107.431,0,0,0,0,72.300465
mp-300849986,0.082369,0.024635,-134.736241,-130.900301,-7.091381,-7.272239,1.3212,1.1463,4.015792,4.154471,11.999998,11.0,19,18,4.015792,4.154471,214.846597,204.900557,0.0,38.248,0.014,52.995,0,0,0,0,51.583192
mp-300019433,0.135605,0.145789,-95.051982,-90.838238,-7.311691,-7.569853,0.0,0.9783,5.273705,5.131681,0.0,1.0,13,12,5.273705,5.131681,147.269192,149.098981,0.0,19.88,0.0,26.508,0,0,0,0,57.303375
mp-300762234,0.057074,0.048228,-196.877972,-176.264643,-7.031356,-7.34436,0.2519,0.2422,4.302652,4.515115,12.999999,13.0,28,24,4.302652,4.515115,327.028553,301.429101,0.0,62.519,0.0,51.234,0,0,0,0,126.516148
mp-300767964,0.014574,0.027562,-152.998267,-143.634817,-6.954467,-7.181741,3.314,3.273,2.806533,2.60222,4.0,5.0,22,20,2.806533,2.60222,262.576187,274.333832,1.073,80.928,0.0,59.517,0,0,0,0,120.784852
mp-300775035,0.013323,0.070911,-43.563353,-37.854049,-5.445419,-5.407721,2.1678,0.3165,5.27115,5.211786,2.0,1.0,8,7,5.27115,5.211786,80.420278,79.12481,0.0,20.572,0.309,12.867,0,0,0,0,104.987337
mp-300766091,0.049633,0.056484,-357.969029,-354.107564,-8.324861,-8.431132,0.0,1.8941,5.134061,5.106471,0.300703,0.000147,43,42,5.134061,5.106471,521.149032,521.707611,0.0,73.735,0.001,77.825,0,0,0,0,16.633551
mp-300540011,0.044851,0.09733,-307.021306,-292.165873,-6.674376,-6.640133,0.0,0.0,2.506323,2.420601,1.000304,3.550338,46,44,2.506323,2.420601,619.388924,631.800705,1.089,164.97,0.308,145.671,0,0,0,0,57.33732
mp-300771531,0.047645,0.182776,-287.01261,-136.373425,-6.239405,-6.198792,1.2686,1.0507,4.48754,4.503496,34.0,26.999999,46,22,4.48754,4.503496,451.937739,222.608944,0.0,34.628,0.0,41.428,0,0,0,0,86.790566
mp-300767299,0.099997,0.063576,-64.579532,-54.254638,-5.381628,-5.425464,0.0,0.1995,4.560267,4.600522,10.0,0.0,12,10,4.560267,4.600522,108.595737,102.634865,0.018,18.816,0.0,14.479,0,0,0,0,179.735918
mp-300766115,0.068596,0.182603,-153.761886,-173.688553,-6.989177,-7.237023,0.5542,0.3267,3.948067,3.398821,8.0,1.99997,22,24,3.948067,3.398821,223.644663,328.294569,0.005,89.296,0.0,34.889,0,0,0,0,294.72939
mp-300762071,0.020167,0.06332,-151.592169,-126.792124,-5.414006,-5.283005,0.0,0.1671,5.167577,5.406636,9.000001,7.000001,28,24,5.167577,5.406636,286.580229,265.381723,0.0,49.285,0.0,53.734,0,0,0,0,120.208365
mp-300540990,0.0,0.02219,-195.391915,-176.701841,-4.884798,-4.908384,1.4564,1.2411,2.877314,2.786683,4.017849,5.0,40,36,2.877314,2.786683,437.991281,435.691877,0.0,94.659,0.0,86.406,0,0,0,0,141.258691
mp-300767106,0.062628,0.068309,-125.907918,-104.810731,-6.626733,-6.987382,0.9771,0.525,3.924287,3.97145,20.0,16.000001,19,15,3.924287,3.97145,196.951248,183.00369,0.062,44.967,0.0,37.983,0,0,0,0,283.680676
mp-300540231,0.027813,0.052595,-304.965885,-277.666993,-6.931043,-6.941675,2.6724,0.0974,3.064468,2.743641,5.0,3.93228,44,40,3.064468,2.743641,513.104792,556.300808,0.069,155.011,0.234,100.58,0,0,0,0,219.981505
mp-300770321,0.006686,0.074573,-92.161667,-85.489734,-7.089359,-7.124145,1.1336,0.6671,4.086508,4.068003,12.000001,11.000002,13,12,4.086508,4.068003,142.930986,140.747896,0.0,34.905,0.0,30.873,0,0,0,0,149.441992
mp-300032380,0.0,0.066787,-377.775518,-347.179833,-6.745991,-6.676535,4.7428,0.4439,3.19459,3.108355,2.0,0.915223,56,52,3.19459,3.108355,629.059131,631.67905,0.0,97.466,0.0,78.632,0,0,0,0,88.585216
mp-300771747,0.206022,0.040026,-96.412851,-89.26482,-6.886632,-7.438735,0.0,0.4066,3.883835,3.854635,1.0,5.0,14,12,3.883835,3.854635,149.876743,145.031869,0.0,22.158,0.0,22.898,0,0,0,0,152.912478
mp-300031612,0.021168,0.063009,-247.575518,-232.340148,-6.877098,-6.833534,1.2299,0.2468,2.562423,2.508193,4.0,5.0,36,34,2.562423,2.508193,494.790081,496.297575,0.001,131.829,0.459,127.011,0,0,0,0,137.902097
mp-300769845,0.036051,0.083678,-110.030251,-104.609367,-7.859304,-8.046874,1.6472,1.3721,6.523997,6.635145,4.000001,3.0,14,13,6.523997,6.635145,189.749537,184.833882,4.594,46.825,0.0,29.095,0,0,0,0,35.951203
mp-300770599,0.083603,0.067984,-380.989559,-363.643706,-6.568785,-6.734143,0.0,1.4818,2.731873,2.562839,8.000001,10.0,58,54,2.731873,2.562839,594.994471,616.248564,48.849,193.053,6.863,177.111,0,0,0,0,109.520268
